id,text,label
699,*En patriotisk tåre triller ned ad kinden på mig*,0
2543,"Sååå... jeg hader 'ir' mest. Men det er også rimeligt grimt, så det er vel fair nok.",0
1483,"De skal alle sættes på bussen og køres hjem, deres tilstedeværelse her er den største ulykke der nogensinde er overgået kongeriget !!!",0
3065,Hvad med knallerter? Synes det er oftere at de støjforurener.,0
865,"Sidst jeg købte en flaske af det lort var efter de begyndte at bruge stevia istedet for gode gammeldags kemikalier, så min gule saftevand smagte af lakrids og var derfor udrikkeligt.  Jeg køber aldrig mere Fun, når det skal være på den måde.",1
3539,Fucking Heimdal! Næsten ingen bolde kom over Bifrost i aften,1
52,Skøre madamme!,1
725,"Det næste skridt er så opfordring til vold imod denne syndebuk. Denne fase er politikerne i DF for længst gået i gang med. Og det er ikke overraskende, idet vold er hjørnestenen i nazismen.",1
1028,Hvorfor er svensken så humorforladt og skindød? Og lad da så for helvede Skåne komme hjem.,1
1610,"Man kan næsten få lidt selvmedlidenhed, når man tænker på hvor fantastisk Danmark er i forhold til resten af verden. Os danskere er kendt for at have en tendens til biedermeierkultur. Det er jo præcist fordi Danmark er så skønt, at alle andre steder i verden ikke kan hamle op med Danmark. Græsset er aldrig grønnere på den anden side for den stolte dansker. ",0
1347,Skulle hun ikke have været på side 9 for længe siden,0
616,"Danskerne er så meget til grin! Hvad venstrefløjsere, pladderhumanister og""venligboere"" ikke har koster skatteyderne!!!!",1
1488,"Det var ikke den her, hvor Danmark blev disq'et og Sverige overtog første pladsen vel?",0
880,@USER det er jo ikke deres hjemland ?,0
2053,"At kalde Racial profiling er måske lige i overkanten, men udover det er jeg med ham. Ned med svensken og alt det der.",1
3033,Fuck dig,1
2714,Jeg mangler lidt noget info om hvordan jeg dræber færre viber til hverdags?,0
1457,Derfor skal vi ha grænsekontrol begge veje. Vores skattekroner fosser ud af kasse til udlandet og nu forsvinder vores egendele også.. Hvad gør politikerne ved det..? Nå jo de har fanget Britta og nu skal hun fandme steges totalt og så glemmer vi alle sammen nok alt det andet lort regeringen ikke gør en skid ved.,0
608,Dumme svin...,1
2964,Vad i helvete,0
1467,"Sålænge gøre de det efter deres eget valg, skal man respektere deres valg. Jeg ser ikke noget problem i det, de har de rette kompetencer for denne branche. Der er sgu mange,som gøre det samme herhjemme, men de skjuler det, eller de kalder det sugerbabe. Potato eller kartoffel, same shit but different name",1
435,letta er fandme det klammeste. 20 forskrllige klamme ting i en bøtte og så smager det stadigt dårligere end lurpak - og er mere usundt. og dyere.. suk,1
2035,"i lige måde, du gode lands mand.",0
46,"fandme hul i hovedet... selvfølgeligt en ok måde at undgå at skulle finde på noget der faktisk er danskt, men som en forklaring er det som at sige at det ingen værdi har at være dansk udover at man ikke er svensker... fucking øl patter og hornmusik, prøv at starte med det... fristad og arkitektur, militær irellevans, vores evne til altid at brokke os på trods af hvor godt vi har det i forhold til andre land.....",1
212,"Jeg bliver sjældent glad for lort jeg læser på internettet... Men lige i dag er en undtagelse  Længe leve det frie internet, længe leve folket, længe leve frihed",1
1992,Og må jeg have lov at tilføje: verdens smukkeste flag!,0
1912,HAHA DEN ÄR INTE ENS DANSK DANSKJÄVLAR FÖRSÖK BÄTTRE NÄSTA GÅNG!,1
2024,Af hva' for en fisk,0
573,Jeg skal binde dem til en seng,1
2569,"Jeg var blot tre år, sommeren '92. Mig og min familie var i Spanien på campingferie under finalen. Da vi kørte hjem, lærte jeg mine første tyske ord: ""Deutschland, Deutschland, alles ist vorbei, alles ist vorbei..."".",0
115,"I stedet for at tildække det svenske flag, burde man [UDRADERE DET](URL",1
1480,"hahahaha, det er fantastisk!",0
2033,##UPVOTES OG RØDE PØLSER TIL ALLE MAND!,0
1944,"Jeg tror ikke at /r/Polandball/ synes godt om, at du stjæler deres tegneserie...",0
5,"Minder mig om det 25 årige black army medlem jeg mødte på OBC for nogle år tilbage, han var også stukket i låret, og samtidig på flugt fra politiet på vej til Kbh. Det vildt det stadig foregår.",0
685,"Fucking højrøvet tåbe. Det var da USA'S største fejl at vælge det fjols som president, hold kæft en tegneserie figur",1
1464,"@USER ja det gør jeg ,gør du ikke eller kommentér du bare for at kommentér ens opslag",0
364,"Selv hvis man lader tvivlen komme ham tilgode, og der rent faktisk kun var rod i sagerne, kan vælgerne vel spørge sig selv, om de virkelig vil have en folkelig repræsentant som roder så meget med vores penge, og, når lortet brænder på, sygemelder sig selv?",1
2703,"Jeg har så kæmpe respekt for alle der tager deres tyr ved hornene, uanset hvad det er for en slags tyr. Stærkt gået af OP.  Uanset så skal du vide at så længe man arbejder med et problem så er det kun et spørgsmål om tid før man en dag kan se tilbage og tænke ""sådan er jeg ikke længere"".",0
2065,URL,1
870,Ærligt hvordan er der røget 130.000 kr. på det her,0
1695,NED MED SVENSKEN!,1
2575,"Ja, de satans nordmænd skal sgu ikke komme her og tro de er noget.. Det har altid irriteret mig ved den norske ostehøvl at den altid er mindre end den ost man skærer. Og man ender med sådan nogle fesne spåner..",1
3568,/r/faderligejokes,0
2949,Det er fandme fugtigt det dér!,1
387,Shit man! Skal kattene med på ferie? Det er nok en god idé at snakke med kattepasserne om den potentielle lortesituation! God arbejdslyst!,1
2398,Er dum - fatter intet.,0
546,Norge er nu ikke så slemt igen... AKA Svensken ain't got shit on us...,1
2683,\^skinny bitches er guderne,1
1538,"Det er så typisk danskere det her..  Typisk dansk sommer: ""det regner for meget, det er en dårlig sommer, Jeg rejser fandme sydpå hvor det er dejligt varmt""   2018 - rekord sommer! ""det er for varmt, der er for tørt, Jeg må ikke grille, Jeg kan ikke spille computer, min røv sveder osv. ""   Den her sommer er dejlig! Ja det er varmt, Ja det er tørt. Nyd det mens det varer. Inden længe når vi vinter også tuder danskeren over det er for koldt, for glat, for vådt und so weiter. Ingen er nogensinde tilfreds. ",1
1746,[Kopiera inte våra mejmejs](URL,0
926,"@USER det var sådan noget du kunne finde på, da jeg åbenbart stegte pandekager dårligt",0
1718,Va i helvete,0
2704,Danske javle!!,1
273,Jeg vil aldrig mere klage over en lorte sommer.. Bare giv mig regn..,1
2654,> Enjoy your velfærd.,0
151,"Oversættelse tak, jeg forstår ikke djævlesprog",1
2347,tak hr pølse,0
1272,"Rager det mig , hvem hun boller med eller ikke boller med ( mon hun har slidesår i kussen)",1
102,Jeg stemmer for! Hvornår skal dette mageløse togt finde sted?!,0
3559,Gymnasielærer: can confirm,0
1567,"Jeg har nok haft tilsvarende dårlige dage, men med meget mindre lort, så du vinder den her.",1
1098,"@Mods Kan vi ikke få det her lort sparket over på Dankmark, hvor det hører til ifgl. reglerne? Den her sub obersvømmes i usjove memes på Finn Nørbygaard-niveau.",1
2338,"For helvede, nu er mine trusser helt gennemblødte, jeg kan sgu ikke håndtere alle de pølser!! ",0
1053,"Enig .. folk der betaler for at få sex, er de dummeste ( agtig) men hvis man tjener penge på det, er det da klogt nok Fuck hvad andre tænker",0
3397,Hold nu kæft det er grineren!,1
1726,Danskjävlar! *hyttar med näven*,1
2339,Synes der er lidt rigelig grønt på den der... :),0
2870,"Har selv en datter, den første gang (hvis nogensinde) hun gør det der. Bliver den hidtil værste dag i hendes liv, beskytter min unge med næb og kløer. Men slår hun i bollerne, ramler verden ned over hende, med en kraft så hun forhåbentlig græder hver gang hun overhovedet får lysten til at røre ved en mands skridt igen. Hvilket jo vil være win/sin, så behøver jeg ikke få det planlagte jagttegn 😁",0
1503,Fucking usle unger de kan stikke deres dåse op der hvor solen ikke skinner,1
2965,"Jeps, folketinget er nemlig det samme som en ghetto 🙄  Det er så useriøs en kommentar at komme med.",0
671,Hun kunne sku da også bare gøre det på den rigtige måde..,0
2990,Med hård G. Ligner jeg en fanme svensker?,1
965,om jeg gad og kik på de araber sure fjolser,1
1,Satans danskjävlar!,1
642,"Ævl!  En stikker, er en der sælger sine medborgere til en fremmed invasionsmagt.  En whistleblower er en, der afslører ulovlige handlinger i et firma.  &#x200B;  Ja, ""stikker"" var tidligere også brugt i kriminelle miljøer om udbrydere - lidt som whistleblowers - men sådan opfattes ordet ikke rigtigt i almindelig tale i mine omgangskredse.",1
775,Imens de holder i en fotovogn og drikker cafe eller har stoppet en scooter der køre 5 km/t for hurtigt,0
1966,"Jeg ved ikke om jeg tør afsløre det, men det er det maritime signalflag for tallet 4.",0
2602,KANEL FUCKING GIFFler,1
916,DU MENAR DEN BILLIGA SKITEN MAN DRICKER NÄR ALLT ANNAT ÄR SLUT?,1
824,Fandme heller ikke noget værre end udkogt pasta.,1
2121,"Kval billede, alligevel.",0
1300,"Det er jo et gammelt trick blandt lorteunger.. Det ses jo også foran div supermarkeder hvor der sælges kort til SOS børnebyerne osv.. For et par måneders tid siden blev jeg stoppet foran LIDL af tre unger der spurgte om jeg ville give 50 kr for et kort, jeg sagde nej, stod så i indgangen og hørte de samme unger spørge den næste om han ville give 30 kr for det samme kort. Jeg nævnte at de sgu da godt lige kunne vente til jeg var uden for hørevidde inden de hustlede videre",1
2500,Nu er det jo også de Ikea-aber der har lavet spillet.. Det i sig selv gør det uspilleligt.,1
3485,heldig zeus,0
3089,"Racer cyklister er de absolut værste, typisk arrogante og flokdyr. Samme kan blive sagt for XC ryttere på 40+ på de lokale Trails med 60k full suspensions, vandblærer, gopro og mens de råber af hinanden som om de kørte verdensmesterskab. Jeg har tit haft nogle interessante samtaler på de lokale trails med de her asshats. Gudskelov er det meget få af dem i MTB ved os pga. En lokal stærk og god klub, helt generelt er Mtb et godt miljø med plads til alle, også på shitty cykler og hvor man giver fysisk plads til folk kan køre modsat sporet og prøve noget dumt af og til... Men det er måske bare regionalt, for når jeg tænker efter er mængden af asshat proff XC ryttere ved Hareskov og Hillerød satme også for høje - Gad vide om det er racercyklister som får sig et afbræk??",1
2253,Fantastisk! Hvem er de danske?,0
485,"Er nogle af disse spiller på dansk? Jeg prøver at øve min dansk og som jeg kan godt lide computerspiller, troede jeg at det ville være en god måde at bruge sproget :)",0
884,"Og så vil de have 169,95 kr for det lort? De må være sindsyge.",1
3411,Han er helt perfekt til de intro sange,0
3117,Jeg har mange venner der kører lastbil' skal være min nye go-to-trussel.,0
2299,jeg har nu altid tænkt at svensk lyder som nogle der prøver at tale mens de har anal samleje på en trampolin,1
2508,"Helt ärligt era danska jävlar, tyckte ni verkligen den där skitlåten var bra??",1
1146,Norge mistede alt ret til Olsen Banden da de forlod rigsfællesskabet. Flabede fjeldaber.,1
802,Det er en billet til helvede!!!,0
862,Danskarna snor mina mejmejs. Nej nu jä-,0
1065,hold nu op - I er vanvittige,1
179,Falske anklager fra kællinger burde straffes ligeså hårdt som deres såkaldte ‘gerningsmand’,1
149,"faktisk sker det statistisk ikke mere og mere og det er stadig den forbrydelse der blir ""løjet"" mindst om.",0
1845,straight up pimpin,0
1137,"Gammel aktiv i hæphop i 90’erne her.  For at være rigtig gammel og vrissen, så tror jeg at manglen på en scene, der IKKE er online baseret, betyder at meget lort bliver udsendt. Lort som ville være blevet sorteret fra til jams, battles, demobånd etc.   Det er simpelthen for let at komme ud i dag - derfor udgiver folk dagen efter de har snøvlet lidt i mikrofonen for første gang. Den var ikke gået i midthalvfemserne, hvor du blev savet over på scenen, hvis du var en online rapper (Oraklet er et fint eksempel)  Langt de fleste nye danske rappere har stort set ingen skills hvad angår lyrik, teknik og flow. Der er undtagelser.  Hvis folk skulle betale for musikken ville hovedparten af den playlist aldrig sælge noget som helst. ",1
731,Er det dig Ronnie?,0
2605,Lad os især give en hånd til @USER,0
842,@USER kæft et ensom liv du å have,1
2773,Hold da op jeg synes det er hårde sager det der. Jeg håber virkelig du kommer ud af det hurtigt muligt. Det må være frygteligt ikke at kunne være sig selv når man er omgivet af sin familie.   Jeg ønsker dig virkelig alt held og lykke. ,0
1761,9-4 Danskjävlar!,1
331,nemlig! Det havde jeg også gjort under 45 min og det er uspiseligt,0
845,Jeg vil fandme da gerne drukne i koldskål,1
454,"@USER er det dig, har @USER kogt det forkert til din formidable bolognaise?",0
1127,"Det her bør være øverst, fordi han er en røv med øre og hans hoved bør være nederst, fordi han kun kan lukke lort ud.  Og det er sagt af en som er mørkeblå.",1
1595,"Jo, jeg har også, og måske oftere hørt om små mandslinger, som nægter et overgreb mod en kvinde. Jeg ved godt den slags sker, desværre, og jeg sympatiserer på ingen måde, med den bitch, jeg håber hun får sin velfortjente straf. Det der støder mig, er den nedladende vending “alene af den grund en kvinde” det krænker mig, for det tror jeg aldrig vil kunne finde sted, med omvendt fortegn. Forestil dig lige det",1
1437,Fuck polandball,1
349,DANSKJÄÄÄÄVLAR!!!,1
2110,"Har sådan på fornemmeren at det her er politisk satire, men jeg følger ikke nok med i bork bork bork politik til at vide hvad det handler om.",0
490,"Den eneste fede del af sverige er da naturligvis Skåne, ikke mindst fordi det egentlig bare er en uofficiel del af Danmark",0
3148,"Sejt gået.    Altså hvis du ikke er bange for at tage toget, så vil jeg anbefale Ry-Silkeborg-Ry det er en rigtig dejlig tur.  Jeg gik den i sommers sammen med en god ven og vi brugte omkring 24 timer fordelt på dage.    Det var i sommers så det var til tider hårdt med 30-32 grader og ingen skygge, men det var fedt.  Smuk og forskellig natur, vi kom ""besteg"" Himmelbjerget som er noget af en udfordring på dag 2.  Vi modificerede vores rute lidt så vi var faktisk fri af landeveje.    Ruten leder dig rundt om Birkesø, Julsø, Borresø og Almindesø.",0
3441,Det var dråben NATIONALISER,0
1285,De forældre har ikke lært opdragelse. Så de kan ikke lære kioskhår om opdragelse,1
2591,"DA SÅ DRONNINGEN AT TV2 PLAY VAR GODT. HUN SLOG ARMENE UD, OG SAGDE ""LAD DER VÆRE TV2 PLAY TIL ALLE"", OG FOLKET FIK TV2 PLAY. DANMARK LÆNGE LEVE.",0
3474,"Du får lige et kæmpe Hugh-five for at tale om det, og for at fortælle om det herinde! Tak for det",0
458,"Så justitsministeren, som jeg formoder har en hovedrolle inden for bekæmpelse af stofmisbrug, har ikke den fjerneste anelse om hvor farlige de enkelte stoffer er?  De er skøre, de svenskere.",1
11,"Det var da en omgang sludder, der ville noget. Men Yah! død over svensken. ",1
1325,"Bare de husker at afmelde fraflytning, så den mådenlige check ikke kommer med til Moustafa’s hjemland.",0
1250,"Og? Skulle politiet stadig ikke have lavet en grundig undersøgelse, end en antagelse? Prøv se dokumentaren Soaked In Bleach.",0
3067,Ikke pænt at beskylde et barn for at ligne den ***,0
920,Fløjtepuster er blot et fisefornemt term for dolkegris,0
534,Hold hold hold. Det er Tobias og hans kumpaner igen. Ja og Ole var ham med kniven. Jo jo den er god nok. Sådan en flok racister det skriver her,1
2277,"I DET MINDSTE ER ""FLAGET"" BESKIDT SOM DET LAND DET REPRÆSENTERER.  PÅ EN MÅDE ER SKILTET SANDT - THI SVERIGE BØR RETTELIGEN TILHØRE DANMARK!",1
1145,"Invitere dem da indenfor, og giv dem så en stor rövfuld.",0
1797,"Dette er en glædens dag, tid til at finde Øllerne frem!",0
1408,"Se lige alle de kristne der råber og skriger om at OP skal tæskes pga et provokerende opslag!! Nårh nej vent, jeg tænker på muslimer. Min fejl. ",1
519,Det sgu heller ikke okay. jeg havde sgu også blevet sur !,1
2598,Lel hvor har du fundet den? Det er vidst det jeg ville kalde et tamt meme.,1
3267,"Hold kæft mand, det er føles som om det kun er et par år siden. Jeg har stadig ikke helt fattet at det rent faktisk skete, for mig er det stadig bare noget jeg så i nyhederne da jeg var 12. Det er som om at min hjerne nægter at tænke på hvor tæt på os det egentlig var.  I stedet for at tale om hvordan mennesker som gerningsmanden bag skulle dræbes eller straffes, synes jeg hellere vi skal tage et øjeblik, og kigge på vores medmennesker. Kigge på hvordan de har det, og være opmærksomme på om hvorvidt de har brug for hjælp.   Så meget som jeg nu engang ville elske det, så kan man ikke undgå forfærdelige gerninger som denne med 100% sikkerhed. Nogle gange starter en naturkatastrofe med et mærkeligt fænomen i havet, andre gangen i hjernen på en mand, der ikke blev holdt nok øje med.   Det varmer sku mit hjerte at se så mange personlige historier herinde, både fra danskere, men også fra brugere fra Norge og Sverige. Man kan godt glemme hvor heldige vi er i Norden nogle gange, og andre gange (som f.eks. den dag for 7 år siden) virker det næsten respektløst at kalde os det, men lige meget hvad, så elsker jeg jer sku allesammen, hold kæft hvor holder jeg meget af det sammenhold vi alle har!   🇳🇴🇳🇴🇳🇴",1
2763,"Fantastisk stykke kunst, håber Andrea er feature på nummeret “Loyalitet”",0
3062,/r/mig_ivh,0
1362,Møgunger,1
1981,Men gider vi dele monark med de reserve bornholmere?,0
753,"uuh, denne her bliver nok upopulær, men jeg er sgu lidt enig.  jojo, jokes er jokes... men hvis du laver en joke om nogen, om det er en enkeltperson eller en folkegruppe, og den eller dem joken er møntet på siger “hey, det synes jeg faktisk ikke er så fedt, selvom det bare er en joke, ville du ikke lade være?” og *du* føler dig krænket og uforrettet, så er det altså dig der er røvhullet i dén sag.  lav nu bare jeres jokes, men lad nu vær at blive fornærmede når folk ikke synes de er sjove. begge sider fremstår cirka lige hys i debatten.",1
514,Han sq ha stoppet de blomster langt ned i halsen så han blev kvalt!!,0
3426,Der er færge over samsø fra Aarhus,0
2933,Mærkeligt! Og endda i Venstre! Danmarks nok mindst korrupte parti! ^^/s,0
2970,När man har Danmark och Norge som grannländer behöver man hjälp ibland!,0
1933,"Kek. Dansken tar satir på allvar, som vanligt.",0
1342,Sorte aber,1
1358,"Hver mandag og fredag fra kl. 17.30 er der flæskedag på [Det Lille Apotek](URLæsk, hvide kartofler og persillesovs. Det er en lille fantastisk restaurant, og efter min mening Danmark's bedste når det angår klassisk dansk cuisine; ikke sådan noget ny nordisk NOMA-shit.  Med mindre du bor i én af vores kolonier (Grønland, Færøerne, Aalborg - Skåne er ikke undtaget), så har du indtil på tirsdag kl. 22.00 til at nyde vores nationalret, eller blive mødt med omgående eksil til (gisp!) Sverige.  EDIT: Min eneste kritik af restauranten er at de bruger Comic Sans på deres hjemmeside.",1
3213,"Var i biografen i går, fuck det stank af popcorn.",1
563,Selvfølgelig mener han ikke det skal ties ihjel. Han har jo penge på højkant,0
1434,På på med madlavningen der hjemme Gud sikke en idiot,1
452,"Sikke da en bitch, som gør sådan noget, håber hun bliver straffet, og den uskyldige unge mand, får en behørig erstatning",1
2579,"WE ARE THE CHAMPIONS, MY FRIENDS!!",0
142,Har du noget overskuds medicin du vil donerer til hende da?,0
1167,"Lækkert lorteindslag v1, jeg giver d1 1/1.",1
2199,/r/shittyfoodporn,1
1083,"Føj for satan🤮🤢 det var dog sindssygt.👏🏻Det ligner kraftædme din farfar👴🏼 valgte at begå selvmord🔪, så klamt det er.😣🤯 Du skulle skamme dig🙅🏼‍♀️ over at vise sådan noget pis🤮💦. Jeg har aldrig nogensinde i mit lange liv,👌🏼set magen til lort.💩🤮 Bare tankenom at du kan få dig selv👉🏼👩🏼🧔🏼 til at vise noget så ualmindeligtklamt😖, gør at jeg mister troen🙌🏼 på os mennesker.😔👬👭👫 Din kone👫 er en klam bunke kartofler🥔 i en kørestol. ♿️Hold nu kæft🤬 du kraftedme dum🤦🏼‍♀️ og klam.😖🤮 Du kan bare sende📬 dine klamme🤢 lastbilvenner🚛 efter mig,👏🏻din fucking stodder. 😡Jeg fucking pifter dækkene🔪 på din kones klamme kørestol♿️ og klapper👏🏻👊🏼alle dine venner i gulvet.😡 Klamme sæk.👏🏻🤢 Spænder et reb⛓ fast i din klamme kones kørestol♿️ og sætter det fast🔐 bag på min bil🚗💨, og så kører jeg fandme en tur med hende!🚗💨⛓♿️ Skam dig, din sæk!👏🏻😡👊🏼🤢  Credit til u/depresso_excesso",1
291,"svanen ser fuc\*ing vred ud, de sorte markeringer giver den et ondt look lige som enhver dansker der ikke kan få sin morgenkaffe",1
3345,Det er godt nok Thomas ,0
58,Fucking smatso af en kælling,1
473,"Man tramper da ikke på Historie... Så er der godt nok meget der skal tilintetgøres, hvis alt der har en tragisk historie ikke må være til..",0
2451,"Hvor er Svensken?! Dér, når du har brug for ham. Tak! ",0
301,"Kæft det er sejt. Jeg droppede selv pot da jeg begyndte på universitet. Jeg har mange venner der stadig ryger.. rigtigt meget - er bange for de ender i det samme lort som du endte med at rode med.. men det er jo ligegyldigt, hvad jeg siger til dem, det kender du nok. Jeg håber du klarer den og alt falder i hak for dig - jeg regner med at have røget min sidste pind - har fundet ud af, at jeg synes det er uinteressant - måske du finder ud af det samme? Jeg føler mig i hvert fald end del skarpere og bare gladere i det hele taget. Held og lykke fremover OP. ",1
1266,HOLD KÆFT JEG FÅR JO HELT LYST TIL AT ÅBNE ENDNU EN TØNDE MJØD,1
2020,"Stolt medarbejder i kvickly her, skynd jer at anskaffe jeres kvote af EM SNITTER, de ryger som de danske kanoner der peger imod Svensken.",0
336,"Indvandrere, de kender intet til dansk gerrighed og smålighed.",1
736,"Ja - lad os brænde Middelaldercentret ned, de har både træhesten og gabestokken stående, godt nok som kopi, men de stakkels mennesker der har siddet på den eller stået i den.",0
483,"De tre mænd forsøgte at stjæle Holger danske. Politichef udtaler , 'luk lortet ned forhelvede! De skide svenskere stikker af med vores kulturarv!' ",1
837,Gæt en etnicitet.,0
2929,URL,0
21,"Det var det. Unsubscribed, lorte sub med lorte posts.",1
2078,For satan hvor jeg savner det shit der.,1
